MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
Phyto,8/17/2021,10:47,ES0821B0140,STTD,1,63,3,4.76%,0.0683,314.159,2.1173,31,49.46,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,3.7,,,i,BSA.YOLO-41,AB,,sphere,26.52,,,,,,,,,,Length,2.4,3,2.2,2,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,10:47,ES0821B0140,STTD,1,63,3,4.76%,0.0683,314.159,2.1173,31,49.46,1806,cf. Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,2,2,4,,,i,BSA.YOLO-41,AB,,prolate spheroid,26.46,,,,,,,,,,Length,3.9,3.7,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.6,3.5,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,10:47,ES0821B0140,STTD,1,63,3,4.76%,0.0683,314.159,2.1173,31,49.46,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,5,,,i,BSA.YOLO-41,AB,,cone + half sphere,65.45,,,,,,,,,,Length,5,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5,5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,10:47,ES0821B0140,STTD,1,63,3,4.76%,0.0683,314.159,2.1173,31,49.46,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,392,784,0.8,0.8,0.8,c,BSA.YOLO-41,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/3/2021,9:21,ES0821B0125,LIB,1,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,10,10,22.2,,,i,BSA.YOLO-42,CB,High sediment and detritus.,elliptic prism,612.61,,,,,,,,,,Length,15.6,14.8,22.2,13,16.7,11.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,10,11.1,13,7.4,9.3,9.3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5,5.5,6.5,3.7,4.6,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,9:21,ES0821B0125,LIB,1,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,8,8,9.3,,,i,BSA.YOLO-42,CB,High sediment and detritus.,cylinder,146.49,,,,,,,,,,Length,3.5,3.7,2.8,4.6,2.8,3.7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.1,7.4,5.6,9.3,5.6,7.4,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,9:21,ES0821B0125,LIB,1,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,27.8,,,i,BSA.YOLO-42,CB,High sediment and detritus.,prism on parallelogram,97.72,,,,,,,,,,Length,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,9:21,ES0821B0125,LIB,1,61,7,11.48%,0.0683,314.159,1.1611,17,38.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,382,764,0.8,0.8,0.8,c,BSA.YOLO-42,CB,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/13/2021,8:45,ES0921B0192,I80,1,61,4,6.56%,0.0683,314.159,1.9807,29,39.65,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,12,,,i,BSA.YOLO-43,AB,,cylinder,368.98,,,,,,,,,,Length,5.8,5.6,7,3,7.4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9,7.4,11.1,5.6,12,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,8:45,ES0921B0192,I80,1,61,4,6.56%,0.0683,314.159,1.9807,29,39.65,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,70.4,,,i,BSA.YOLO-43,AB,,prism on parallelogram,305.33,,,,,,,,,,Length,53.1,35.7,70.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,3.7,5.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.5,2,3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,8:45,ES0921B0192,I80,1,61,4,6.56%,0.0683,314.159,1.9807,29,39.65,870,Pseudostaurosira sp.,Diatom,Pseudostaurosira,sp.,,29,29,13,,,i,BSA.YOLO-43,AB,,box,153.15,,,,,,,,,,Length,13,13,13,13,13,13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,8:45,ES0921B0192,I80,1,61,4,6.56%,0.0683,314.159,1.9807,29,39.65,2038,cf. Pseudostaurosiropsis sp.,Diatom,Pseudostauosiropsis ,sp.,,2,2,16,,,i,BSA.YOLO-43,AB,,elliptic prism,21.99,,,,,,,,,,Length,14,16,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,8:45,ES0921B0192,I80,1,61,4,6.56%,0.0683,314.159,1.9807,29,39.65,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,4,7,,,c,BSA.YOLO-43,AB,,prolate spheroid,14.66,,,,,,,,,,Length,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,8:45,ES0921B0192,I80,1,61,4,6.56%,0.0683,314.159,1.9807,29,39.65,1806,cf. Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,1,1,4,,,i,BSA.YOLO-43,AB,,prolate spheroid,28.67,,,,,,,,,,Length,4,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,8:45,ES0921B0192,I80,1,61,4,6.56%,0.0683,314.159,1.9807,29,39.65,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,4.5,,,i,BSA.YOLO-43,AB,,cone + half sphere,45.06,,,,,,,,,,Length,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,8:45,ES0921B0192,I80,1,61,4,6.56%,0.0683,314.159,1.9807,29,39.65,1842,Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,3,3,7.4,,,i,BSA.YOLO-43,AB,,cone + half sphere,101.83,,,,,,,,,,Length,6.3,6,5.6,7.4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.5,3,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,8:45,ES0921B0192,I80,1,61,4,6.56%,0.0683,314.159,1.9807,29,39.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,356,712,0.8,0.8,0.8,c,BSA.YOLO-43,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/13/2021,8:45,ES0921B0192,I80,1,61,4,6.56%,0.0683,314.159,1.9807,29,39.65,1500,Planktolyngbya cf. limnetica,Soft Body,Planktolyngbya,limnetica,,1,15,2,,,f.,BSA.YOLO-43,AB,,cylinder,1.57,,,,,,,,,,Length,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Phyto,9/13/2021,8:45,ES0921B0192,I80,1,61,4,6.56%,0.0683,314.159,1.9807,29,39.65,1519,Snowella sp.,Soft Body,Snowella,sp.,,1,5,0.9,,,c,BSA.YOLO-43,AB,,sphere,0.38,,,,,,,,,,Length,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,8:40,ES0821B0156,I80,1,63,5,7.94%,0.0683,314.159,1.2977,19,48.42,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,,,i,BSA.YOLO-44,AB,,cylinder,312.47,,,,,,,,,,Length,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,8:40,ES0821B0156,I80,1,63,5,7.94%,0.0683,314.159,1.2977,19,48.42,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,14.8,,,i,BSA.YOLO-44,AB,,cymbelloid,34.69,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,8:40,ES0821B0156,I80,1,63,5,7.94%,0.0683,314.159,1.2977,19,48.42,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,12.4,,,i,BSA.YOLO-44,AB,,gomphonemoid,119.78,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,12.4,12.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,8:40,ES0821B0156,I80,1,63,5,7.94%,0.0683,314.159,1.2977,19,48.42,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,25.9,,,i,BSA.YOLO-44,AB,,prism on parallelogram,203.06,,,,,,,,,,Length,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,8:40,ES0821B0156,I80,1,63,5,7.94%,0.0683,314.159,1.2977,19,48.42,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,399,798,0.8,0.8,0.8,c,BSA.YOLO-44,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/14/2021,9:59,ES0921B0196,PRS,1,63,12,19.05%,0.0683,314.159,1.9807,29,13.22,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,9.3,,,i,BSA.YOLO-45,AB,,cylinder,380.4,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,9:59,ES0921B0196,PRS,1,63,12,19.05%,0.0683,314.159,1.9807,29,13.22,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,27.8,,,i,BSA.YOLO-45,AB,,cymbelloid,92.7,,,,,,,,,,Length,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,9:59,ES0921B0196,PRS,1,63,12,19.05%,0.0683,314.159,1.9807,29,13.22,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,5.6,,,i,BSA.YOLO-45,AB,,cone + half sphere,76.35,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/14/2021,9:59,ES0921B0196,PRS,1,63,12,19.05%,0.0683,314.159,1.9807,29,13.22,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,794,0.8,0.8,0.8,c,BSA.YOLO-45,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/14/2021,9:59,ES0921B0196,PRS,1,63,12,19.05%,0.0683,314.159,1.9807,29,13.22,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,7,3,,,f,BSA.YOLO-45,AB,,cylinder,5.3,,,,,,,,,,Length,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.5,1.5,1.5,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,7:59,ES0821B0163,RVB,1,62,10,16.13%,0.0683,314.159,1.2977,19,24.21,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,22.2,,,i,BSA.YOLO-46,CB,,elliptic prism,1427.99,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,7:59,ES0821B0163,RVB,1,62,10,16.13%,0.0683,314.159,1.2977,19,24.21,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,9.3,,,i,BSA.YOLO-46,CB,,cylinder,232.75,,,,,,,,,,Length,4.2,3.7,4.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.4,7.4,9.3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,7:59,ES0821B0163,RVB,1,62,10,16.13%,0.0683,314.159,1.2977,19,24.21,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,22.2,,,i,BSA.YOLO-46,CB,,prism on parallelogram,18.98,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/31/2021,7:59,ES0821B0163,RVB,1,62,10,16.13%,0.0683,314.159,1.2977,19,24.21,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,409,818,0.8,0.8,0.8,c,BSA.YOLO-46,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/27/2021,10:10,ES0921B0206,RMB,1,62,2,3.23%,0.0683,314.159,1.5709,23,99.99,1917,Aulacoseira granulata var. angustissima,Diatom,Aulacoseira,granulata var. angustissima,,11,11,24.3,,,i,BSA.YOLO-47,AB,,cylinder,183.41,,,,,,,,,,Length,24.3,22,22,25.9,25.9,25.9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,3.1,3.1,3.1,3.1,3.1,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,10:10,ES0921B0206,RMB,1,62,2,3.23%,0.0683,314.159,1.5709,23,99.99,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,6,6,27.8,,,i,BSA.YOLO-47,AB,,cylinder,1195.63,,,,,,,,,,Length,27.8,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,10:10,ES0921B0206,RMB,1,62,2,3.23%,0.0683,314.159,1.5709,23,99.99,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,14.8,,,i,BSA.YOLO-47,AB,,cylinder,663.46,,,,,,,,,,Length,6.5,5.6,6.5,7.4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.4,9.3,10.2,14.8,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,10:10,ES0921B0206,RMB,1,62,2,3.23%,0.0683,314.159,1.5709,23,99.99,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,72.2,,,i,BSA.YOLO-47,AB,,prism on parallelogram,494.21,,,,,,,,,,Length,72.2,72.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,10:10,ES0921B0206,RMB,1,62,2,3.23%,0.0683,314.159,1.5709,23,99.99,895,Skeletonema sp.,Diatom,Skeletonema,sp.,,2,2,7.4,,,i,BSA.YOLO-47,AB,,cylinder + 2 half spheres,79.57,,,,,,,,,,Length,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,10:10,ES0921B0206,RMB,1,62,2,3.23%,0.0683,314.159,1.5709,23,99.99,1020,cf. Carteria sp.,Soft Body,Carteria,sp.,,3,3,14.8,,,i,BSA.YOLO-47,AB,,sphere,480.29,,,,,,,,,,Length,13,13,13,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.4,7.4,9.3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,10:10,ES0921B0206,RMB,1,62,2,3.23%,0.0683,314.159,1.5709,23,99.99,1080,Crucigeniella apiculata,Soft Body,Crucigeniella,apiculata,,1,4,5.6,,,i,BSA.YOLO-47,AB,,cube,39.37,,,,,,,,,,Length,5.6,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,10:10,ES0921B0206,RMB,1,62,2,3.23%,0.0683,314.159,1.5709,23,99.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,796,0.8,0.8,0.8,c,BSA.YOLO-47,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/27/2021,10:10,ES0921B0206,RMB,1,62,2,3.23%,0.0683,314.159,1.5709,23,99.99,1588,Trachelomonas sp.,Soft Body,Trachelomonas,sp.,,1,1,16.7,,,i,BSA.YOLO-47,AB,,ellipsoid,1915.31,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/27/2021,10:10,ES0921B0206,RMB,1,62,2,3.23%,0.0683,314.159,1.5709,23,99.99,1629,Peridinium sp.,Soft Body,Peridinium,sp.,,1,1,25.9,,,i,BSA.YOLO-47,AB,,ellipsoid,8464.76,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,9:06,E0821B0143,LIB,1,64,8,12.50%,0.0683,314.159,1.366,20,28.75,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,13,,,i,BSA.YOLO-48,CB,,elliptic prism,279.55,,,,,,,,,,Length,13,13,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,9:06,E0821B0143,LIB,1,64,8,12.50%,0.0683,314.159,1.366,20,28.75,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,7.4,,,i,BSA.YOLO-48,CB,,cylinder,102.94,,,,,,,,,,Length,3.2,2.5,3.7,3.7,2.8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.4,5,7.4,7.4,5.6,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,9:06,E0821B0143,LIB,1,64,8,12.50%,0.0683,314.159,1.366,20,28.75,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,33.5,,,i,BSA.YOLO-48,CB,,gomphonemoid,6897.42,,,,,,,,,,Width,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,12.9,12.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,33.5,33.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/17/2021,9:06,E0821B0143,LIB,1,64,8,12.50%,0.0683,314.159,1.366,20,28.75,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,398,796,0.8,0.8,0.8,c,BSA.YOLO-48,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/13/2021,7:25,ES0921B0190,RD22,1,62,6,9.68%,0.0683,314.159,1.5026,22,34.85,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,1,1,13,,,i,BSA.YOLO-49,AB,,elliptic prism,226.67,,,,,,,,,,Length,13,13,,,,,,,,,,,,,,,,,,,,,,,,
